ID,Footfall
3725712,1029.7
3725812,1102.9
3725912,1055.3
3726012,1019.2
3726112,963.9
3726212,1009.9
3726312,958.4
3726412,925.0
3726512,880.6
3726612,963.3
3726712,1093.2
3726812,932.9
3726912,900.1
3727012,732.2
3727112,625.9
3727212,852.8
3727312,1033.7
3727412,972.2
3727512,945.7
3727612,986.5
3727712,1009.2
3727812,992.2
3727912,892.5
3728012,829.3
3728112,943.9
3728212,932.3
3728312,689.1
3728412,737.2
3728512,666.1
3728612,765.5
3728712,748.5
3728812,714.8
3728912,930.1
3729012,954.0
3729112,790.3
3729212,751.6
3729312,718.2
3729412,799.2
3729512,799.7
3729612,758.8
3729712,750.4
3729812,999.3
3729912,974.6
3730012,975.6
3730112,980.6
3730212,964.9
3730312,978.6
3730412,1019.2
3730512,982.0
3730612,1071.1
3730712,1120.3
3730812,1119.0
3730912,956.8
3731012,986.5
3731112,985.2
3731212,1017.6
3731312,953.2
3731412,965.3
3731512,1026.4
3731612,1043.3
3731712,970.2
3731812,1078.1
3731912,1140.9
3732012,1097.2
3732112,979.6
3732212,1136.3
3732312,1023.8
3732412,1153.9
3732512,1032.0
3732612,1060.1
3732712,1070.9
3732812,1069.0
3732912,1072.5
3733012,1093.4
3733112,1131.4
3733212,1069.2
3733312,1023.0
3733412,1044.6
3733512,1138.1
3733612,1048.1
3733712,801.4
3733812,807.4
3733912,848.6
3734012,840.2
3734112,1001.6
3734212,1066.7
3734312,1020.4
3734412,986.4
3734512,996.1
3734612,985.4
3734712,1137.8
3734812,1173.6
3734912,1261.3
3735012,1233.1
3735112,1265.9
3735212,1109.8
3735312,1107.6
3735412,1216.3
3735512,1150.5
3735612,1140.4
3735712,1180.4
3735812,1088.4
3735912,1079.2
3736012,1174.1
3736112,1402.3
3736212,1089.0
3736312,1261.5
3736412,1238.2
3736512,1276.0
3736612,1208.6
3736712,1175.6
3736812,1157.5
3736912,1260.0
3737012,1121.6
3737112,1264.8
3737212,1181.4
3737312,1166.8
3737412,1200.8
3737512,1211.1
3737612,1283.2
3737712,1356.2
3737812,1360.9
3737912,1404.0
3738012,1278.1
3738112,1267.7
3738212,1195.2
3738312,1446.8
3738412,1337.7
3738512,1371.7
3738612,1313.1
3738712,1294.4
3738812,1262.1
3738912,1256.6
3739012,1341.1
3739112,1332.0
3739212,1255.3
3739312,1307.3
3739412,1426.7
3739512,1359.0
3739612,1312.9
3739712,1372.4
3739812,1357.7
3739912,1352.7
3740012,1303.4
3740112,1251.3
3740212,1377.1
3740312,1329.1
3740412,1321.6
3740512,1320.2
3740612,1275.9
3740712,1201.0
3740812,1341.6
3740912,1364.3
3741012,1501.6
3741112,1286.1
3741212,1452.1
3741312,1361.5
3741412,1355.0
3741512,1412.4
3741612,1377.2
3741712,1385.3
3741812,1406.0
3741912,1361.5
3742012,1359.6
3742112,1455.2
3742212,1394.8
3742312,1434.5
3742412,1391.6
3742512,1368.1
3742612,1482.8
3742712,1451.3
3742812,1454.1
3742912,1419.8
3743012,1417.8
3743112,1359.9
3743212,1363.7
3743312,1393.4
3743412,1378.7
3743512,1413.1
3743612,1359.9
3743712,1362.9
3743812,1508.7
3743912,1526.9
3744012,1458.2
3744112,1558.1
3744212,1461.5
3744312,1476.3
3744412,1474.6
3744512,1453.2
3744612,1450.7
3744712,1474.2
3744812,1375.1
3744912,1395.6
3745012,1405.5
3745112,1417.9
3745212,1409.4
3745312,1373.2
3745412,1397.1
3745512,1447.8
3745612,1406.6
3745712,1355.4
3745812,1405.0
3745912,1437.0
3746012,1536.0
3746112,1580.9
3746212,1458.7
3746312,1459.1
3746412,1467.5
3746512,1439.0
3746612,1467.8
3746712,1457.0
3746812,1440.3
3746912,1525.8
3747012,1477.7
3747112,1543.7
3747212,1501.1
3747312,1474.9
3747412,1390.2
3747512,1414.6
3747612,1427.0
3747712,1496.0
3747812,1395.3
3747912,1507.3
3748012,1680.2
3748112,1581.2
3748212,1553.2
