ID,Footfall
3725712,934.195042
3725713,968.035283
3725714,976.205388
3725715,926.614842
3725716,936.181157
3725717,886.324498
3725718,906.688939
3725720,928.190892
3725721,944.460789
3725722,917.984501
3725723,933.285435
3725724,927.326420
3725725,913.148839
3725726,902.889805
3725727,929.337193
3725728,921.241368
3725729,936.127171
3725730,915.958378
3725731,918.905674
3725732,969.279789
3725733,949.945500
3725734,946.706578
3725735,941.986638
3725736,921.482029
3725737,949.042790
3725738,948.758732
3725739,923.832524
3725812,996.309514
3725813,999.968205
3725814,992.151677
3725815,998.082829
3725816,996.891362
3725817,919.344426
3725818,991.414860
3725820,993.048283
3725821,991.157658
3725822,988.805424
3725823,1000.915776
3725824,988.342961
3725825,996.045903
3725826,987.012211
3725827,996.733403
3725828,992.454960
3725829,988.450749
3725830,988.750493
3725831,995.512516
3725832,1003.695622
3725833,993.118718
3725834,1010.225102
3725835,1003.846684
3725836,1005.160893
3725837,989.045231
3725838,1006.686345
3725839,1014.239201
3725912,973.048466
3725913,990.500493
3725914,959.324467
3725915,985.642521
3725916,967.873784
3725917,899.197972
3725918,971.897954
3725920,989.782048
3725921,982.603947
3725922,985.951542
3725923,976.681096
3725924,969.162541
3725925,976.152043
3725926,960.190007
3725927,978.298771
3725928,989.762578
3725929,977.328373
3725930,975.549321
3725931,979.516179
3725932,984.048222
3725933,973.260624
3725934,991.532414
3725935,990.320927
3725936,965.741337
3725937,987.836674
3725938,980.033329
3725939,987.123600
3726012,953.505315
3726013,991.807164
3726014,945.385930
3726015,999.265782
3726016,968.764501
3726017,920.843572
3726018,988.260045
3726020,966.023351
3726021,977.355626
3726022,965.042760
3726023,985.638768
3726024,984.823278
3726025,959.573552
3726026,992.555944
3726027,974.869542
3726028,989.635411
3726029,995.001439
3726030,978.851903
3726031,994.185826
3726032,959.013585
3726033,999.323827
3726034,961.258214
3726035,984.928685
3726036,1002.080785
3726037,990.019872
3726038,998.262609
3726039,1003.943395
3726112,936.482335
3726113,975.528050
3726114,956.414586
3726115,947.865636
3726116,949.249059
