ID,Footfall
3725712,1000.050735
3725713,1013.680161
3725714,1045.652939
3725715,969.802094
3725716,1019.540878
3725717,927.583359
3725718,963.048370
3725720,1010.492050
3725721,994.635147
3725722,967.016373
3725723,973.460587
3725724,970.518829
3725725,975.673477
3725726,939.501816
3725727,971.198074
3725728,957.909378
3725729,969.629364
3725730,982.531555
3725731,958.660965
3725732,1074.585510
3725733,1008.160629
3725734,1044.200012
3725735,1029.589783
3725736,958.095627
3725737,1015.608276
3725738,1009.222183
3725739,961.163116
3725812,1096.556610
3725813,1088.833405
3725814,1079.810883
3725815,1072.259735
3725816,1091.017456
3725817,944.738205
3725818,1057.473541
3725820,1089.857910
3725821,1039.052078
3725822,1088.056671
3725823,1076.711914
3725824,1062.192566
3725825,1098.989594
3725826,1050.259857
3725827,1070.130676
3725828,1071.351562
3725829,1053.102692
3725830,1069.548828
3725831,1063.114624
3725832,1123.935120
3725833,1079.121033
3725834,1115.908203
3725835,1109.160309
3725836,1098.706329
3725837,1107.879456
3725838,1085.020203
3725839,1104.476379
3725912,1048.368942
3725913,1060.466599
3725914,1031.649506
3725915,1040.541962
3725916,1030.578217
3725917,923.140366
3725918,1034.163223
3725920,1069.544373
3725921,1030.737366
3725922,1057.432007
3725923,1038.451614
3725924,1019.762909
3725925,1055.439636
3725926,1020.560486
3725927,1052.525970
3725928,1044.052963
3725929,1037.184021
3725930,1043.822281
3725931,1046.030930
3725932,1081.237915
3725933,1037.721344
3725934,1071.051880
3725935,1091.943329
3725936,1036.505951
3725937,1104.394318
3725938,1050.933517
3725939,1094.011841
3726012,972.885651
3726013,997.673615
3726014,979.933426
3726015,1032.548676
3726016,1027.292679
3726017,920.361298
3726018,1005.275543
3726020,989.614532
3726021,978.179718
3726022,988.809906
3726023,983.314224
3726024,1002.873352
3726025,988.165665
3726026,1007.901398
3726027,979.893600
3726028,1017.867661
3726029,992.937836
3726030,987.175125
3726031,1016.612778
3726032,985.330917
3726033,1019.065872
3726034,1017.377563
3726035,1041.773834
3726036,1041.157623
3726037,1064.506042
3726038,1054.668060
3726039,1044.624115
3726112,952.747238
3726113,993.639496
3726114,972.296341
3726115,968.391891
3726116,950.982437
3726117,931.292709
3726118,912.065659
3726120,986.927490
3726121,943.279510
3726122,965.201782
3726123,951.061493
3726124,937.796555
3726125,989.405441
3726126,937.425903
3726127,940.521667
3726128,940.154770
3726129,929.368164
3726130,957.415314
3726131,946.526627
3726132,1009.620972
3726133,965.462830
3726134,987.723099
3726135,996.536728
3726136,934.808899
3726137,985.855865
3726138,974.305328
3726139,931.160187
3726212,992.154404
3726213,1029.305908
3726214,1003.183533
3726215,983.732025
3726216,1000.641449
3726217,937.607956
3726218,999.520721
3726220,995.757767
3726221,1023.542709
3726222,1000.717712
3726223,1019.312897
3726224,1001.309448
3726225,1020.464478
3726226,977.947571
3726227,1003.056183
3726228,984.419250
3726229,948.887924
3726230,991.827225
3726231,1010.002792
3726232,1061.825684
3726233,1038.797409
3726234,1053.056290
3726235,1045.532898
3726236,1061.272675
3726237,1046.124878
3726238,1038.367249
3726239,1003.124435
3726312,979.902451
3726313,974.008835
3726314,983.185013
3726315,943.323090
3726316,988.288208
