ID,Footfall
3725712,1001.14416504
3725812,1122.63146973
3725912,1093.97424316
3726012,990.738952637
3726112,934.868530273
3726212,986.268310547
3726312,980.388244629
3726412,1001.59857178
3726512,947.082214355
3726612,1083.48657227
3726712,1114.80151367
3726812,1012.35491943
3726912,814.928039551
3727012,742.447387695
3727112,791.218383789
3727212,870.551818848
3727312,1055.97412109
3727412,995.226257324
3727512,1022.4397583
3727612,1049.03820801
3727712,1061.9654541
3727812,986.960388184
3727912,928.784606934
3728012,893.167419434
3728112,994.74407959
3728212,980.654602051
3728312,786.580993652
3728412,774.729797363
3728512,808.512695312
3728612,811.514099121
3728712,860.872802734
3728812,878.219848633
3728912,913.024475098
3729012,918.081176758
3729112,912.287902832
3729212,846.583374023
3729312,804.780883789
3729412,801.511169434
3729512,815.369689941
3729612,835.66986084
3729712,817.967651367
3729812,953.008850098
3729912,962.811462402
3730012,960.68951416
3730112,978.252319336
3730212,1007.06060791
3730312,1027.98400879
3730412,1096.34863281
3730512,966.162658691
3730612,1052.88049316
3730712,1119.28491211
3730812,1136.73999023
3730912,1072.53015137
3731012,1031.8112793
3731112,984.591796875
3731212,938.667724609
3731312,1037.6829834
3731412,976.575500488
3731512,923.938049316
3731612,935.358215332
3731712,849.857727051
3731812,957.286499023
3731912,984.64831543
3732012,939.053833008
3732112,971.485229492
3732212,1074.84729004
3732312,1049.9588623
3732412,1095.95227051
3732512,1024.73974609
3732612,1076.59643555
3732712,1021.35406494
3732812,1037.20935059
3732912,1026.59545898
3733012,1060.68603516
3733112,1100.13183594
3733212,1135.47436523
3733312,1072.05310059
3733412,1070.94421387
3733512,1112.99108887
3733612,1101.5723877
3733712,1044.25183105
3733812,1046.11938477
3733912,1028.02587891
3734012,1031.92077637
3734112,986.31439209
3734212,1061.02050781
3734312,1103.6529541
3734412,1092.68432617
3734512,1104.96142578
3734612,1062.37536621
3734712,1056.75598145
3734812,1112.54394531
3734912,1194.37841797
3735012,1126.04675293
3735112,1083.28771973
3735212,1038.25634766
3735312,1017.54486084
3735412,1136.2310791
3735512,1118.93188477
3735612,1128.79260254
3735712,1102.79321289
3735812,1091.85705566
3735912,1064.5871582
3736012,1049.0246582
3736112,1077.12634277
3736212,1065.33618164
3736312,1138.45019531
3736412,1168.25866699
3736512,1126.4375
3736612,1160.17834473
3736712,1109.46142578
3736812,1231.8112793
3736912,1226.33618164
3737012,1206.13916016
3737112,1240.95849609
3737212,1270.50317383
3737312,1250.33337402
3737412,1238.32788086
3737512,1201.73400879
3737612,1208.27856445
3737712,1264.59008789
3737812,1232.21850586
3737912,1249.0435791
3738012,1211.17053223
3738112,1172.34118652
3738212,1263.80297852
3738312,1356.1003418
3738412,1293.58532715
3738512,1275.53295898
3738612,1264.3302002
3738712,1264.51867676
3738812,1174.72216797
3738912,1285.13012695
3739012,1289.83312988
3739112,1181.00964355
3739212,1203.77990723
3739312,1349.05566406
3739412,1391.63452148
3739512,1378.54541016
3739612,1324.63684082
3739712,1360.44934082
3739812,1355.11633301
3739912,1335.21813965
3740012,1348.56481934
3740112,1339.69311523
3740212,1378.44824219
3740312,1366.36364746
3740412,1344.89318848
3740512,1334.86071777
3740612,1362.3059082
3740712,1300.30078125
3740812,1298.97668457
3740912,1292.34655762
3741012,1391.1932373
3741112,1257.21557617
3741212,1338.4642334
3741312,1400.48742676
3741412,1445.32116699
3741512,1438.10693359
3741612,1413.21887207
3741712,1360.65136719
3741812,1414.77819824
3741912,1375.00817871
3742012,1336.10961914
3742112,1408.70129395
3742212,1439.32922363
3742312,1407.32043457
3742412,1442.78112793
3742512,1389.24841309
3742612,1414.13342285
3742712,1491.71582031
3742812,1461.79589844
3742912,1445.41821289
3743012,1443.60852051
3743112,1388.96813965
3743212,1390.19128418
3743312,1433.12475586
3743412,1452.70678711
3743512,1536.87963867
3743612,1460.47412109
3743712,1445.99682617
3743812,1442.05358887
3743912,1567.45544434
3744012,1514.03137207
3744112,1613.51049805
3744212,1501.6784668
3744312,1509.83056641
3744412,1544.0637207
3744512,1425.30700684
3744612,1461.98730469
3744712,1449.14526367
3744812,1436.13806152
3744912,1425.74047852
3745012,1405.78662109
3745112,1385.31835938
3745212,1428.46386719
3745312,1442.0513916
3745412,1449.55310059
3745512,1405.61083984
3745612,1411.02954102
3745712,1462.06848145
3745812,1454.64624023
3745912,1477.59936523
3746012,1543.5657959
3746112,1642.49255371
3746212,1577.69775391
3746312,1587.86169434
3746412,1578.47631836
3746512,1456.96069336
3746612,1483.92370605
3746712,1483.25622559
3746812,1544.13671875
3746912,1604.94946289
3747012,1480.30688477
3747112,1515.41589355
3747212,1498.8059082
3747312,1551.94519043
3747412,1446.78063965
3747512,1466.12878418
3747612,1489.58911133
3747712,1525.12597656
3747812,1422.74829102
3747912,1516.89904785
3748012,1618.56359863
3748112,1598.82128906
3748212,1620.40649414
3748312,1523.39916992
3748412,1504.45751953
3748512,1607.59265137
3748612,1691.83532715
3748712,1575.93615723
3748812,1526.58874512
3748912,1504.54040527
3749012,1497.93969727
3749112,1425.71166992
3749212,1505.37353516
3749312,1463.58007812
3749412,1376.11975098
3749512,1508.76855469
3749612,1454.84069824
3749712,1511.07116699
3749812,1447.5357666
3749912,1416.61767578
3750012,1432.6607666
